Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;15327;14105;16549;100;31;31;0;2;100;Totalt;14578;747;203;208;319;18;18;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6821;6393;7249;100;31;31;0;2;100;1;6429;391;104;102;174;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6820;6408;7232;100;31;31;0;0;100;2;6423;396;106;106;174;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6819;6407;7231;100;31;31;0;0;100;Totalt i retning Tromsø;6422;396;106;106;174;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;6822;6394;7250;100;31;31;0;2;100;Totalt i retning Kvaløya;6430;391;104;102;174;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;13641;12801;14481;100;31;31;0;2;100;Totalt;12852;787;210;208;347;21;21;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7076;6571;7581;100;28;28;0;1;100;1;6668;407;112;107;176;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7073;6606;7540;100;28;28;0;0;100;2;6662;411;112;110;176;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7074;6607;7541;100;28;28;0;1;100;Totalt i retning Tromsø;6662;411;112;110;176;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;7075;6570;7580;100;28;28;0;1;100;Totalt i retning Kvaløya;6668;407;111;107;176;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;14149;13177;15121;100;28;28;0;2;100;Totalt;13330;817;224;217;352;25;25;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7330;6926;7734;100;31;31;0;1;100;1;6906;423;111;116;184;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7321;6937;7705;100;31;31;0;1;100;2;6885;435;115;123;184;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7321;6937;7705;100;31;31;0;1;100;Totalt i retning Tromsø;6886;435;115;123;184;13;13;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;7329;6925;7733;100;31;31;0;0;100;Totalt i retning Kvaløya;6905;423;111;116;184;12;12;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;14651;13865;15437;100;31;31;0;2;100;Totalt;13791;858;225;239;367;26;26;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6932;6271;7593;86,7;30;26;1;1;100;1;6570;361;90;103;159;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6946;6303;7589;86,7;30;26;1;0;100;2;6582;364;88;105;159;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6946;6303;7589;86,7;30;26;1;0;100;Totalt i retning Tromsø;6582;364;88;105;159;11;11;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;6932;6271;7593;86,7;30;26;1;1;100;Totalt i retning Kvaløya;6570;361;90;103;159;10;10;0
02636V1125920;Sandnessundbrua;FV862 S2D1 m609;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;13878;12577;15179;86,7;30;26;1;2;100;Totalt;13151;725;178;208;318;21;21;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;4430;3937;4923;100;31;31;0;0;100;1;3958;472;232;122;62;55;51;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;614;499;729;100;31;31;0;1;99,8;3;583;30;25;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;5044;4439;5649;100;31;31;0;0;100;Totalt i retning Tromsøya;4541;502;258;125;64;55;51;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-01-01T00:00+01:00;2021-02-01T00:00+01:00;2021;1;5044;4439;5649;100;31;31;0;0;100;Totalt;4541;502;258;125;64;55;51;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;4735;4257;5213;100;28;28;0;0;100;1;4209;526;257;138;68;64;59;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;679;572;786;100;28;28;0;1;99,9;3;647;31;26;3;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;0;0;0;96,4;28;27;1;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5414;4831;5997;100;28;28;0;1;100;Totalt i retning Tromsøya;4856;558;284;141;69;64;59;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-02-01T00:00+01:00;2021-03-01T00:00+01:00;2021;2;5414;4831;5997;100;28;28;0;0;100;Totalt;4856;558;284;141;69;64;59;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;4687;4247;5127;100;31;31;0;0;100;1;4157;530;252;142;71;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;617;519;715;100;31;31;0;0;100;3;590;27;23;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;1;0;2;100;31;31;0;0;100;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5304;4768;5840;100;31;31;0;1;100;Totalt i retning Tromsøya;4747;556;274;145;72;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-03-01T00:00+01:00;2021-04-01T00:00+02:00;2021;3;5305;4768;5842;100;31;31;0;1;100;Totalt;4747;556;274;145;72;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;4600;4021;5179;100;30;30;0;1;100;1;4097;502;233;145;66;59;55;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;600;482;718;100;30;30;0;0;100;3;573;28;24;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;0;0;0;100;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5200;4505;5895;100;30;30;0;0;100;Totalt i retning Tromsøya;4670;529;256;148;66;59;55;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-04-01T00:00+02:00;2021-05-01T00:00+02:00;2021;4;5200;4505;5895;100;30;30;0;0;100;Totalt;4670;530;256;148;66;59;55;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;4628;4057;5199;100;31;31;0;1;100;1;4089;539;238;180;60;60;55;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;632;502;762;100;31;31;0;1;99,8;3;598;34;27;6;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;2;0;4;100;31;31;0;0;100;Totalt i retning Tomasjord;0;2;0;1;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5258;4559;5957;100;31;31;0;1;100;Totalt i retning Tromsøya;4686;570;264;185;61;60;55;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-05-01T00:00+02:00;2021-06-01T00:00+02:00;2021;5;5260;4561;5959;100;31;31;0;1;100;Totalt;4686;572;265;186;61;60;55;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;5113;4631;5595;100;30;30;0;1;100;1;4444;668;293;236;67;72;67;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;731;621;841;100;30;30;0;0;100;3;694;36;29;6;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;0;-1;1;100;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;5843;5253;6433;100;30;30;0;0;100;Totalt i retning Tromsøya;5138;705;322;241;68;73;68;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-06-01T00:00+02:00;2021-07-01T00:00+02:00;2021;6;5844;5254;6434;100;30;30;0;1;100;Totalt;5138;705;322;242;68;73;68;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;3884;3537;4231;100;31;31;0;1;100;1;3382;501;208;186;46;61;56;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;428;354;502;100;31;31;0;0;100;3;406;22;16;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;4311;3894;4728;100;31;31;0;0;100;Totalt i retning Tromsøya;3787;524;224;190;47;61;56;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-07-01T00:00+02:00;2021-08-01T00:00+02:00;2021;7;4311;3894;4728;100;31;31;0;0;100;Totalt;3787;524;224;190;47;61;56;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;4664;4200;5128;100;31;31;0;0;100;1;4079;585;261;204;52;69;64;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;599;497;701;100;31;31;0;0;100;3;571;28;23;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;5263;4699;5827;100;31;31;0;0;100;Totalt i retning Tromsøya;4650;613;284;208;53;69;64;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-08-01T00:00+02:00;2021-09-01T00:00+02:00;2021;8;5264;4700;5828;100;31;31;0;1;100;Totalt;4650;613;284;208;53;69;64;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;5066;4598;5534;100;30;30;0;1;100;1;4419;646;279;217;74;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;764;647;881;100;30;30;0;0;100;3;730;34;28;5;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;0;0;0;100;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;5830;5246;6414;100;30;30;0;1;100;Totalt i retning Tromsøya;5149;680;307;222;74;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-09-01T00:00+02:00;2021-10-01T00:00+02:00;2021;9;5830;5246;6414;100;30;30;0;1;100;Totalt;5149;680;307;222;74;77;72;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;4779;4310;5248;100;31;31;0;1;100;1;4193;585;266;188;68;64;60;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;732;601;863;100;31;31;0;1;99,9;3;693;39;30;6;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;3;1;5;100;31;31;0;1;66,7;Totalt i retning Tomasjord;1;2;0;1;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;5508;4929;6087;100;31;31;0;1;100;Totalt i retning Tromsøya;4885;622;296;193;69;64;60;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-10-01T00:00+02:00;2021-11-01T00:00+01:00;2021;10;5510;4930;6090;100;31;31;0;1;100;Totalt;4886;624;296;194;69;64;60;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;4761;4265;5257;90;30;27;3;1;100;1;4188;572;271;162;69;69;65;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;680;563;797;90;30;27;3;0;100;3;649;31;25;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;3;-1;7;90;30;27;3;0;100;Totalt i retning Tomasjord;2;1;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;5438;4828;6048;90;30;27;3;1;100;Totalt i retning Tromsøya;4835;602;296;166;70;70;66;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-11-01T00:00+01:00;2021-12-01T00:00+01:00;2021;11;5440;4830;6050;90;30;27;3;0;100;Totalt;4837;603;296;166;70;70;66;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;4547;4059;5035;100;31;31;0;0;100;1;4052;495;241;128;65;60;56;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;586;482;690;100;31;31;0;0;100;3;562;24;21;2;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;5133;4544;5722;100;31;31;0;0;100;Totalt i retning Tromsøya;4613;519;263;131;66;61;57;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2021-12-01T00:00+01:00;2022-01-01T00:00+01:00;2021;12;5134;4545;5723;100;31;31;0;1;100;Totalt;4614;519;263;131;66;61;57;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4334;3894;4774;100;31;31;0;1;100;1;3817;516;254;134;68;60;56;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;609;496;722;100;31;31;0;1;99,8;3;578;30;25;3;2;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;2;1;3;100;31;31;0;1;50;Totalt i retning Tomasjord;1;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4941;4401;5481;100;31;31;0;1;100;Totalt i retning Tromsøya;4394;546;279;137;70;60;56;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;4942;4401;5483;100;31;31;0;1;100;Totalt;4395;546;279;137;70;60;56;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;4819;4381;5257;100;28;28;0;1;100;1;4259;559;265;146;77;71;66;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;628;530;726;100;28;28;0;0;100;3;601;27;23;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;0;0;0;100;28;28;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5447;4913;5981;100;28;28;0;1;100;Totalt i retning Tromsøya;4860;586;288;149;78;71;66;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;5447;4913;5981;100;28;28;0;1;100;Totalt;4860;586;288;149;78;71;66;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;4877;4458;5296;100;31;31;0;1;100;1;4297;579;278;149;79;74;69;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;678;579;777;100;31;31;0;1;99,9;3;647;30;26;3;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;1;0;2;100;31;31;0;0;100;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5554;5037;6071;100;31;31;0;1;100;Totalt i retning Tromsøya;4944;609;303;152;80;74;69;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;5555;5038;6072;100;31;31;0;2;100;Totalt;4944;609;303;152;80;74;69;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;4429;3863;4995;100;30;30;0;0;100;1;3920;509;234;139;70;65;61;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;572;451;693;100;30;30;0;0;100;3;549;23;19;2;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;0;0;0;100;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5002;4318;5686;100;30;30;0;1;100;Totalt i retning Tromsøya;4469;532;254;142;70;66;62;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5002;4318;5686;100;30;30;0;1;100;Totalt;4469;532;254;142;70;66;62;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;4767;4281;5253;100;31;31;0;1;100;1;4157;609;267;184;78;78;74;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;684;561;807;100;31;31;0;0;100;3;653;31;25;4;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;1;0;2;100;31;31;0;0;100;Totalt i retning Tomasjord;0;1;0;1;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5450;4844;6056;100;31;31;0;1;100;Totalt i retning Tromsøya;4810;639;292;188;79;80;75;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;5451;4845;6057;100;31;31;0;2;100;Totalt;4810;639;293;189;79;80;75;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5091;4589;5593;100;30;30;0;0;100;1;4354;737;320;239;84;94;89;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;771;617;925;100;30;30;0;0;100;3;732;40;30;7;2;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;0;-1;1;100;30;30;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5862;5227;6497;100;30;30;0;1;100;Totalt i retning Tromsøya;5085;776;349;246;86;94;89;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;5862;5227;6497;100;30;30;0;0;100;Totalt;5085;776;349;246;86;94;89;5
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3529;3190;3868;100;31;31;0;0;100;1;3029;500;221;168;47;63;59;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;359;303;415;100;31;31;0;0;100;3;341;17;13;3;1;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;0;0;0;0;0;0;0;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3888;3495;4281;100;31;31;0;1;100;Totalt i retning Tromsøya;3370;517;234;171;48;63;59;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;3888;3495;4281;100;31;31;0;1;100;Totalt;3370;517;234;171;48;63;59;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;4569;4147;4991;100;31;31;0;0;100;1;3947;622;274;209;63;76;72;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;638;522;754;100;31;31;0;0;100;3;606;32;25;5;1;1;1;0
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;0;0;0;100;31;31;0;0;-;Totalt i retning Tomasjord;-;-;-;-;-;-;-;-
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;5207;4678;5736;100;31;31;0;1;100;Totalt i retning Tromsøya;4552;654;299;214;64;77;73;4
31157V2782679;Tromsøysundtunnelen T2;EV8 S2D1 m5455;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;5207;4678;5736;100;31;31;0;1;100;Totalt;4552;654;299;214;64;77;73;4
